Customer_ID,Company_Name,Industry,Segment,Region,State,Credit_Limit_USD,Payment_Terms,Account_Manager,Email,Acquisition_Date,Status
CUST0004139,"Hill, Mccall and Moore",Pharmaceuticals,Small Business,Northeast,NC,452406,Net 45,Kelly Rowe,procurement@coleman.com,02-11-2024,Active
CUST0004140,Cook Group,Consumer Goods,Small Business,West,WA,295569,Net 30,Joshua Bartlett,procurement@browning.com,14-06-2025,Active
CUST0004141,"Schmidt, Alexander and Douglas",Retail,Small Business,Southeast,MA,166822,Net 45,Mr. Eric Wall,procurement@osborn-brown.org,27-09-2023,Active
CUST0004142,"Sawyer, Rodriguez and Ibarra",Healthcare,Small Business,Northeast,OH,461736,Net 30,William Hammond,procurement@becker-kane.biz,16-11-2023,Active
CUST0004143,"Bird, Mitchell and Allen",Consumer Goods,Mid-Market,Midwest,CA,118166,Net 45,Thomas Rice,procurement@flores.biz,03-05-2025,Active
CUST0004144,Berry LLC,Technology,Small Business,West,OH,138041,Net 45,Sherry Wood,procurement@arroyo.com,14-04-2023,Active
CUST0004145,"Anderson, Lowery and Jackson",Retail,Mid-Market,Southeast,NY,463030,Net 30,Tamara Walters,procurement@esparza.com,14-02-2023,Active
CUST0004146,"Petersen, Guerrero and Cohen",Media,Mid-Market,Midwest,FL,248749,Net 30,Felicia Kelly,procurement@castaneda.info,28-10-2025,Active
CUST0004147,"Murray, Franco and Moore",Technology,Small Business,West,FL,421048,Net 30,Ralph Vaughan,procurement@knight.info,25-09-2025,Active
CUST0004148,Campbell Group,Technology,Small Business,West,WA,393076,Net 30,Jeffrey Wells,procurement@boyd.biz,15-06-2025,Active
CUST0004149,"Williams, Ford and Obrien",Consumer Goods,Small Business,Midwest,TX,363936,Net 45,Ashley Little,procurement@green-anderson.com,20-08-2023,Active
CUST0004150,"Alvarez, Hoffman and James",Pharmaceuticals,Small Business,Southeast,PA,425076,Net 30,Kenneth Mcmillan,procurement@gomez.com,16-11-2025,Inactive
CUST0004151,"Rangel, Jones and Pham",Energy,Small Business,Midwest,GA,484125,Net 45,Maria Thompson,procurement@hall.net,27-08-2023,Active
CUST0004152,Edwards-Park,Consumer Goods,Small Business,Southeast,CA,111052,Net 30,Richard Mathis,procurement@washington.info,07-05-2025,Active
CUST0004153,"James, Harvey and Bates",Telecommunications,Small Business,Midwest,TX,327561,Net 30,Eric Clark,procurement@johnson.org,01-04-2025,Active
CUST0004154,Morales-Moore,Consumer Goods,Small Business,Midwest,TX,241450,Net 45,Benjamin Yoder,procurement@alexander.biz,05-03-2025,Active
CUST0004155,Jones-Hendricks,Consumer Goods,Small Business,West,GA,384255,Net 45,Terry Gonzalez,procurement@pineda.com,11-05-2025,Active
CUST0004156,Simon and Sons,Technology,Mid-Market,Northeast,IL,428591,Net 30,Eric Barnes,procurement@petty-hood.info,20-05-2023,Active
CUST0004157,"Lynch, Wheeler and Gibbs",Retail,Mid-Market,Southwest,NY,98774,Net 45,Christine Anderson,procurement@brown.com,30-03-2023,Active
CUST0004158,Ashley-Watkins,Energy,Mid-Market,West,NC,396991,Net 30,Nancy West,procurement@patton.com,11-04-2024,Active
CUST0004159,Kelley Group,Consumer Goods,Small Business,Southeast,GA,310604,Net 30,Bradley Moore,procurement@garcia-ramos.biz,31-08-2025,Active
CUST0004160,"Vasquez, Perkins and Mcbride",Financial Services,Small Business,Southeast,FL,347472,Net 45,David Phelps,procurement@dean-camacho.biz,17-09-2024,Active
CUST0004161,"Mcgee, Flynn and Moses",Healthcare,Mid-Market,Southwest,OH,352743,Net 45,Brenda Jones,procurement@cole.net,18-07-2023,Active
CUST0004162,Perez-Kennedy,Financial Services,Small Business,Northeast,IL,152077,Net 30,William Barrett,procurement@miller.info,29-01-2023,Active
CUST0004163,"Olson, Jones and Diaz",Pharmaceuticals,Mid-Market,Southwest,NY,60163,Net 45,Sharon Ward,procurement@mitchell.com,22-05-2025,Active
CUST0004164,"Oliver, Williamson and Conley",Technology,Mid-Market,West,PA,213692,Net 45,Lawrence Molina,procurement@fields-murray.com,11-09-2023,Active
CUST0004165,"Moore, Miller and Snyder",Healthcare,Mid-Market,Southeast,OH,133472,Net 30,Deanna Davis,procurement@curtis.biz,11-02-2025,Active
CUST0004166,"Jacobson, Cortez and Schmitt",Consumer Goods,Small Business,Midwest,WA,192391,Net 30,Tanya Gray,procurement@lee.com,04-12-2025,Active
CUST0004167,"Navarro, Maldonado and Bailey",Pharmaceuticals,Small Business,West,TX,395269,Net 30,James Johnson,procurement@hamilton-tyler.com,19-02-2025,Active
CUST0004168,Cole-Hoffman,Manufacturing,Small Business,Southwest,TX,294563,Net 45,Jonathan Larsen,procurement@rice.biz,07-03-2023,Active
CUST0004169,Holloway-Smith,Technology,Mid-Market,Midwest,TX,262731,Net 45,Sarah Ortega,procurement@benjamin.info,04-03-2023,Active
CUST0004170,Odom Group,Healthcare,Mid-Market,Southeast,MI,258794,Net 30,Rachel Lloyd,procurement@moreno-phillips.com,12-05-2024,Active
CUST0004171,"Jackson, Hudson and Baker",Telecommunications,Small Business,West,IL,155729,Net 30,Samantha Mcdaniel,procurement@hanna.com,03-08-2025,Active
CUST0004172,Morales-Mitchell,Telecommunications,Small Business,Southeast,IL,411126,Net 30,Christopher Colon,procurement@lopez.com,22-03-2025,Active
CUST0004173,Figueroa Group,Technology,Small Business,Northeast,CA,186113,Net 45,Jamie Ross,procurement@jones-smith.com,31-07-2025,Active
CUST0004174,Hicks Ltd,Media,Mid-Market,Southeast,TX,260415,Net 45,Mr. Omar Austin,procurement@morgan.info,16-10-2025,Active
CUST0004175,Hill-Bass,Pharmaceuticals,Small Business,West,MI,102283,Net 45,Sherry Graham,procurement@harrison.com,22-01-2023,Inactive
CUST0004176,Wolfe-Carroll,Telecommunications,Mid-Market,Northeast,NC,276642,Net 45,Linda Clark,procurement@adams-willis.org,23-12-2023,Active
CUST0004177,Bennett and Sons,Consumer Goods,Mid-Market,Northeast,NC,117699,Net 45,David Gonzalez,procurement@chavez.info,05-06-2024,Active
CUST0004178,"Conrad, Jacobs and Clark",Healthcare,Mid-Market,Northeast,GA,131126,Net 45,Angela Galvan,procurement@hansen-cole.org,01-02-2024,Active
CUST0004179,Norman and Sons,Retail,Mid-Market,West,PA,491333,Net 30,Crystal Harmon,procurement@bradley.com,21-06-2023,Active
CUST0004180,Perkins-Webb,Media,Mid-Market,Southwest,NC,228502,Net 30,Lori Mcintyre,procurement@palmer-jenkins.com,29-10-2023,Active
CUST0004181,Moore-Williams,Financial Services,Small Business,West,OH,245011,Net 45,Kristina Mullen,procurement@logan.com,23-08-2024,Active
CUST0004182,"Brewer, Cook and Lopez",Financial Services,Small Business,Southeast,NC,388650,Net 45,Gregory Horton,procurement@cook.com,25-03-2025,Active
CUST0004183,Fox-Smith,Media,Mid-Market,Northeast,PA,225241,Net 45,John Crane,procurement@vasquez.net,01-01-2026,Active
CUST0004184,King-Rivera,Financial Services,Small Business,Southeast,FL,344276,Net 45,Jordan Stevens,procurement@cook-thomas.net,08-07-2024,Active
CUST0004185,Contreras-Gallagher,Media,Small Business,Southeast,MA,118307,Net 45,Justin Garza,procurement@thompson-duncan.com,20-08-2023,Active
CUST0004186,Bartlett-Hoover,Pharmaceuticals,Mid-Market,Northeast,TX,207485,Net 45,Shane Thompson DDS,procurement@williams.com,04-06-2024,Active
CUST0004187,Martinez Group,Retail,Small Business,Southwest,PA,140099,Net 45,Kimberly Delacruz,procurement@fields-paul.com,22-10-2023,Active
CUST0004188,"Rios, Floyd and Dominguez",Manufacturing,Mid-Market,Midwest,FL,376440,Net 45,Jared Graham,procurement@davis-riley.org,08-05-2023,Active
CUST0004189,Carpenter PLC,Healthcare,Small Business,Midwest,PA,107838,Net 45,Robert Brennan,procurement@jensen-wilson.com,29-07-2025,Active
CUST0004190,Rodriguez-Hester,Manufacturing,Mid-Market,West,OH,389523,Net 30,Anthony Perry,procurement@shaffer.com,13-03-2024,Active
CUST0004191,Zuniga-Ruiz,Media,Mid-Market,Southeast,FL,329938,Net 30,Shane Boyer,procurement@sharp.com,21-09-2025,Active
CUST0004192,Graham Inc,Healthcare,Small Business,Southwest,NC,269551,Net 30,Robert Larson,procurement@gutierrez.com,26-08-2023,Active
CUST0004193,Pierce Inc,Technology,Small Business,Northeast,NC,84506,Net 45,Lindsey Carpenter,procurement@powell.biz,28-06-2023,Active
CUST0004194,"Cox, Stewart and Ward",Consumer Goods,Mid-Market,Southwest,MA,116817,Net 45,Stacey Davila,procurement@washington.com,06-11-2023,Active
CUST0004195,Ortega-Fitzgerald,Energy,Small Business,Southeast,TX,241872,Net 45,Brian Salinas,procurement@ferguson-kaiser.com,03-11-2024,Active
CUST0004196,Johnson-Robertson,Technology,Mid-Market,Southwest,NC,171073,Net 30,Douglas Armstrong,procurement@conner.biz,08-08-2023,Active
CUST0004197,Rodriguez-Kim,Financial Services,Small Business,Northeast,CA,405870,Net 45,Rachel Watson,procurement@bullock-cook.com,25-07-2024,Active
CUST0004198,"Wilson, Baird and Ryan",Retail,Mid-Market,Northeast,PA,146650,Net 30,Laura Mejia,procurement@lawrence.com,05-03-2025,Active
CUST0004199,Brady PLC,Financial Services,Small Business,Southwest,WA,270779,Net 30,David Gonzales,procurement@reyes.com,11-04-2025,Active
CUST0004200,Anderson Ltd,Financial Services,Small Business,Southeast,NC,467954,Net 30,Steve Gallagher,procurement@rogers.com,15-12-2025,Active
CUST0004201,"Knox, Miller and Reilly",Telecommunications,Small Business,Southwest,FL,135765,Net 30,Mary Oliver,procurement@harris.com,06-12-2023,Active
CUST0004202,Bailey Ltd,Retail,Small Business,West,MA,408818,Net 45,Kevin Thompson,procurement@young.org,19-03-2024,Active
CUST0004203,Conley PLC,Consumer Goods,Small Business,Northeast,WA,180650,Net 30,Drew Allen,procurement@silva-smith.com,28-07-2023,Active
CUST0004204,White Ltd,Healthcare,Small Business,Southeast,MI,207912,Net 45,Daniel Hall,procurement@scott.info,28-07-2025,Active
CUST0004205,"Murphy, Coffey and Lee",Retail,Small Business,Midwest,NY,72390,Net 30,Brian Ramirez,procurement@watkins.com,24-01-2024,Active
CUST0004206,Rowe-Luna,Media,Mid-Market,West,NY,418664,Net 30,Patrick Herring,procurement@hanson.info,17-07-2024,Active
CUST0004207,"Yang, Robinson and Wilson",Consumer Goods,Small Business,Northeast,OH,213454,Net 45,Virginia Dennis,procurement@harmon-everett.com,27-11-2025,Active
CUST0004208,"Hampton, Hartman and Jackson",Pharmaceuticals,Small Business,Southeast,MI,419971,Net 45,Barbara Wright,procurement@horton.net,02-08-2024,Active
CUST0004209,"Mitchell, Gibson and Fletcher",Technology,Small Business,Southeast,OH,180329,Net 30,Meghan Chavez,procurement@jefferson-robinson.com,23-06-2025,Active
CUST0004210,"Wallace, Williams and White",Consumer Goods,Mid-Market,Northeast,MI,276947,Net 45,Caitlin Ramirez,procurement@alvarado-salazar.com,18-10-2024,Active
CUST0004211,Mckee PLC,Manufacturing,Mid-Market,West,IL,210315,Net 30,Monica Parks DDS,procurement@snyder-cohen.com,15-01-2023,Active
CUST0004212,Reid PLC,Energy,Mid-Market,Midwest,WA,497569,Net 30,Denise Nunez MD,procurement@coleman.com,17-02-2024,Active
CUST0004213,Hernandez-Rodriguez,Media,Mid-Market,Midwest,TX,319161,Net 45,Brittany Williams,procurement@hood-levy.org,29-08-2023,Active
CUST0004214,Bush and Sons,Retail,Small Business,Southwest,IL,180086,Net 30,Richard Ryan,procurement@wood.com,08-03-2023,Active
CUST0004215,Rose-Dunn,Retail,Mid-Market,Southwest,IL,195350,Net 45,Luis Gibson,procurement@peterson.com,16-02-2023,Active
CUST0004216,"Johnson, Wilson and Bryant",Retail,Mid-Market,Southeast,IL,271826,Net 45,Lisa Campbell,procurement@wood-allison.info,12-08-2025,Active
CUST0004217,Wilson Inc,Healthcare,Mid-Market,Midwest,PA,182906,Net 30,William Woods,procurement@white-anderson.info,19-05-2023,Active
CUST0004218,Schaefer-Hansen,Pharmaceuticals,Small Business,Southeast,MI,479356,Net 45,Eric Moreno,procurement@rodriguez.info,12-12-2023,Active
CUST0004219,Rivers PLC,Retail,Mid-Market,Midwest,NY,219972,Net 30,Sarah Hudson,procurement@bryan.com,29-12-2023,Active
CUST0004220,Miller-Long,Healthcare,Mid-Market,Southeast,WA,100246,Net 30,Jamie King,procurement@ingram.com,21-12-2025,Active
CUST0004221,Mcpherson-Snyder,Financial Services,Small Business,Midwest,WA,330138,Net 45,Adam Hanson,procurement@rice.com,03-02-2024,Active
CUST0004222,Smith Inc,Media,Small Business,Northeast,FL,129631,Net 30,Tyler Murphy,procurement@wu.info,10-05-2024,Active
CUST0004223,Hughes-Weiss,Manufacturing,Small Business,Southwest,FL,87332,Net 30,Briana Alexander,procurement@brown.com,19-08-2024,Active
CUST0004224,Wright Group,Healthcare,Small Business,Midwest,CA,118994,Net 45,Catherine Sanchez,procurement@pratt-whitaker.com,10-12-2023,Active
CUST0004225,"Jordan, Vaughn and Schmitt",Technology,Small Business,West,CA,357433,Net 30,Connie Crawford,procurement@chen.biz,09-07-2025,Active
CUST0004226,Johns LLC,Telecommunications,Mid-Market,Midwest,MI,439505,Net 30,Tina Sampson,procurement@james-shields.com,19-11-2025,Active
CUST0004227,"Wheeler, Mckenzie and Barnett",Manufacturing,Small Business,Northeast,NC,423791,Net 45,Lisa Campos,procurement@smith.com,19-08-2024,Active
CUST0004228,Smith PLC,Consumer Goods,Small Business,Midwest,PA,113583,Net 45,Andrew Howe,procurement@matthews-tran.com,30-03-2025,Active
CUST0004229,"Allen, Johnson and Clark",Retail,Mid-Market,West,OH,390574,Net 30,Daniel Grant,procurement@garcia.info,03-02-2024,Active
CUST0004230,Davis-Miller,Energy,Mid-Market,Northeast,MA,113084,Net 45,Kimberly Cordova,procurement@wright.com,06-02-2025,Active
CUST0004231,Allen-Gonzalez,Financial Services,Small Business,Southwest,IL,215644,Net 30,Scott Ross,procurement@griffin.net,17-09-2024,Inactive
CUST0004232,Jimenez-Hines,Technology,Small Business,Southwest,CA,213924,Net 30,Melissa Smith,procurement@wallace.info,15-11-2023,Active
CUST0004233,Martinez LLC,Technology,Small Business,West,GA,395783,Net 45,Kimberly Newton,procurement@graham.biz,29-05-2025,Active
CUST0004234,"Glenn, Leonard and Montgomery",Telecommunications,Small Business,West,PA,291476,Net 30,Christina Mccormick,procurement@hansen.info,07-12-2023,Active
CUST0004235,"Nicholson, Montgomery and Brennan",Retail,Small Business,Northeast,GA,72037,Net 30,Tyler Gillespie,procurement@taylor.info,27-05-2024,Active
CUST0004236,"Scott, Stanley and French",Financial Services,Small Business,Southwest,MI,100356,Net 30,Steven Charles,procurement@watson-hughes.com,27-12-2023,Active
CUST0004237,"Gray, Carter and Ochoa",Media,Mid-Market,Southwest,GA,324960,Net 30,Nathan Gomez,procurement@maldonado-patterson.com,25-12-2025,Active
CUST0004238,"Hays, Oliver and Barnes",Retail,Mid-Market,Midwest,MA,394165,Net 30,James Miller,procurement@garza-ellis.com,25-02-2023,Active
CUST0004239,"Villarreal, Vazquez and Cameron",Retail,Mid-Market,Southwest,GA,298057,Net 45,George Edwards,procurement@trujillo.com,31-10-2024,Active
CUST0004240,Newman-Gray,Telecommunications,Small Business,West,NY,233772,Net 30,Michael Wood,procurement@knapp.com,07-11-2023,Active
CUST0004241,"Curry, Benson and Watkins",Energy,Small Business,Southwest,GA,331177,Net 30,John Taylor,procurement@holt-ward.info,03-02-2024,Active
CUST0004242,Pearson PLC,Healthcare,Mid-Market,Northeast,PA,131832,Net 45,Jacob Mcdonald,procurement@abbott.org,15-09-2024,Active
CUST0004243,"Morris, Dyer and Payne",Technology,Mid-Market,Midwest,PA,130917,Net 30,Rachel Ramirez,procurement@wells-shah.org,12-04-2025,Active
CUST0004244,Williams Group,Telecommunications,Small Business,Midwest,NY,294375,Net 30,Ryan Decker,procurement@pace-andersen.com,20-10-2024,Active
CUST0004245,Alexander Group,Technology,Mid-Market,Northeast,MA,366491,Net 45,Brittney Andrade,procurement@wagner.biz,19-04-2023,Active
CUST0004246,Young and Sons,Pharmaceuticals,Small Business,Northeast,OH,183852,Net 45,Kayla Moore,procurement@bruce.com,03-04-2024,Active
CUST0004247,Edwards LLC,Media,Mid-Market,Southwest,PA,91644,Net 45,Bailey Blackwell,procurement@baldwin.com,07-07-2025,Active
CUST0004248,"Cline, Howard and Hanson",Manufacturing,Mid-Market,Southwest,MA,326223,Net 45,Timothy Roberts,procurement@jordan.com,14-12-2023,Active
CUST0004249,"Hatfield, Moore and Smith",Financial Services,Small Business,Southwest,CA,94040,Net 45,Edward Harris,procurement@cook.com,18-06-2024,Active
CUST0004250,"Hayden, Cuevas and Harrison",Energy,Mid-Market,Midwest,OH,368567,Net 45,Daniel Davidson,procurement@diaz-lee.com,20-11-2025,Active
CUST0004251,"Price, Perkins and Sanford",Retail,Small Business,Southeast,CA,314126,Net 30,Jonathan Baker,procurement@white.info,19-08-2024,Active
CUST0004252,Klein PLC,Consumer Goods,Mid-Market,West,TX,58523,Net 30,Hunter West,procurement@schwartz.biz,02-08-2024,Active
CUST0004253,Walls-Velez,Pharmaceuticals,Small Business,Southwest,WA,447631,Net 30,Lisa Beck,procurement@hoffman-coleman.com,11-04-2025,Active
CUST0004254,"Franklin, Wallace and Davis",Consumer Goods,Small Business,Southwest,IL,59661,Net 30,Stephen Nichols,procurement@garrison-mcpherson.com,16-04-2025,Active
CUST0004255,"Hill, Clark and Owen",Consumer Goods,Small Business,Northeast,NC,460394,Net 30,Lisa Morris,procurement@clay-olson.com,05-01-2025,Active
CUST0004256,Reeves LLC,Financial Services,Small Business,Midwest,GA,301913,Net 30,Kimberly Robinson,procurement@guzman.com,02-08-2025,Inactive
CUST0004257,Williams Inc,Financial Services,Mid-Market,Midwest,OH,80186,Net 30,Michael Hooper,procurement@townsend.com,10-08-2024,Active
CUST0004258,Contreras-Thomas,Manufacturing,Small Business,Midwest,NY,395078,Net 30,Lisa Farmer,procurement@daniel.com,01-12-2024,Active
CUST0004259,"Ross, Perez and Rogers",Manufacturing,Mid-Market,West,MI,427446,Net 30,Randy Casey,procurement@perry.info,10-04-2023,Active
CUST0004260,"Simmons, Miller and Rogers",Media,Mid-Market,West,PA,260481,Net 45,Julie Miller,procurement@chambers-keller.com,28-01-2025,Active
CUST0004261,"Collins, Larson and Wheeler",Pharmaceuticals,Small Business,Southeast,FL,247922,Net 30,Amy Smith,procurement@duffy.net,28-04-2025,Active
CUST0004262,"Guerra, Pugh and Everett",Technology,Mid-Market,Midwest,IL,325855,Net 30,Kim Conley,procurement@carey-hunt.com,05-10-2024,Active
CUST0004263,"Haley, Larson and Banks",Technology,Mid-Market,Northeast,NC,91664,Net 45,Zachary Smith,procurement@wilson.org,29-11-2024,Active
CUST0004264,"Sexton, Thomas and Wilkins",Healthcare,Small Business,West,IL,59311,Net 45,Megan Robinson,procurement@wilson.biz,22-02-2025,Active
CUST0004265,Mayer Ltd,Manufacturing,Mid-Market,Southwest,NC,346953,Net 45,Tiffany Mitchell,procurement@neal.org,11-03-2025,Active
CUST0004266,Lin-Johnson,Manufacturing,Small Business,Southwest,TX,318427,Net 45,Christopher King DVM,procurement@wolf-barry.com,04-05-2024,Active
CUST0004267,"Chapman, Freeman and Moreno",Telecommunications,Mid-Market,West,NC,468616,Net 45,Travis Freeman,procurement@nelson.com,05-07-2025,Active
CUST0004268,Phillips-Ortega,Telecommunications,Mid-Market,Southwest,WA,381264,Net 45,Sarah Chavez,procurement@carrillo.com,05-11-2025,Active
CUST0004269,"Monroe, Miller and Hernandez",Healthcare,Mid-Market,Southeast,NY,117968,Net 30,Sandra Newman,procurement@finley.biz,06-05-2024,Active
CUST0004270,Lewis-Walter,Manufacturing,Mid-Market,Midwest,MA,439838,Net 45,Mark Clark,procurement@johns.biz,18-08-2024,Active
CUST0004271,Yoder-Andrews,Financial Services,Mid-Market,Midwest,CA,395660,Net 45,Sara Johnson,procurement@gibbs.info,31-10-2023,Active
CUST0004272,Hammond Ltd,Technology,Small Business,Northeast,GA,496085,Net 30,David Armstrong,procurement@hall.com,22-01-2023,Active
CUST0004273,"Mckee, Baker and Pacheco",Pharmaceuticals,Mid-Market,Midwest,CA,266435,Net 45,Morgan Morales,procurement@garcia.com,02-10-2023,Active
CUST0004274,Davis-Chan,Pharmaceuticals,Mid-Market,Southeast,IL,353622,Net 30,Alvin Castillo,procurement@riddle.com,20-06-2024,Active
CUST0004275,Hammond Ltd,Pharmaceuticals,Small Business,Midwest,PA,382862,Net 30,Teresa Miller,procurement@thompson-martin.com,18-03-2023,Active
CUST0004276,Johnson-Adams,Energy,Mid-Market,Southwest,CA,221119,Net 30,Charles Harrison,procurement@parker.info,14-03-2025,Active
CUST0004277,Howell Inc,Media,Small Business,West,FL,208726,Net 45,Timothy Owens,procurement@sullivan-patterson.com,08-10-2025,Active
CUST0004278,Rose Group,Healthcare,Mid-Market,Midwest,MI,341148,Net 30,Eric Harper,procurement@smith-jones.com,05-03-2024,Active
CUST0004279,"Obrien, Rowland and Brown",Pharmaceuticals,Small Business,Southeast,MI,86960,Net 30,Donna Chandler,procurement@davis.com,09-08-2023,Active
CUST0004280,"Mcconnell, Perez and Walton",Retail,Small Business,Northeast,FL,242409,Net 30,Karina Carroll,procurement@duke.org,04-11-2023,Active
CUST0004281,Smith-Ellis,Financial Services,Mid-Market,West,NY,414616,Net 30,Brandon Jones,procurement@martinez.biz,23-05-2025,Active
CUST0004282,Lewis LLC,Energy,Mid-Market,Midwest,CA,366818,Net 30,Teresa Cox,procurement@gordon-christensen.info,19-03-2023,Active
CUST0004283,"Ortiz, Johnson and Gallegos",Energy,Mid-Market,Southwest,CA,62848,Net 45,William Yates,procurement@gutierrez.com,15-05-2024,Active
CUST0004284,Jones Inc,Financial Services,Mid-Market,Northeast,NC,471652,Net 30,Andre Williams,procurement@smith.com,02-02-2024,Active
CUST0004285,"Richardson, Brown and Baird",Energy,Mid-Market,Midwest,MI,304909,Net 45,Bethany Brewer,procurement@reynolds-richard.com,10-05-2024,Active
CUST0004286,"Ingram, Hill and Wilson",Retail,Small Business,Northeast,NY,165576,Net 45,Heather Thompson,procurement@ramirez.com,20-11-2024,Active
CUST0004287,"Scott, Rowe and Johnson",Financial Services,Mid-Market,Northeast,GA,104339,Net 30,Luis Davis,procurement@barber-parker.biz,10-05-2025,Active
CUST0004288,Bowman-Ford,Pharmaceuticals,Mid-Market,Midwest,NY,229204,Net 30,Nicole Anderson,procurement@torres-walker.com,22-11-2025,Active
CUST0004289,"Perez, Farrell and Calderon",Retail,Mid-Market,Midwest,OH,110735,Net 45,Joshua Camacho,procurement@ortiz-bailey.com,23-04-2024,Active
CUST0004290,"Simpson, Curry and Hoffman",Technology,Small Business,Midwest,PA,70212,Net 45,Tara Schultz,procurement@bates-williams.com,30-07-2023,Active
CUST0004291,"Deleon, Anderson and Webb",Media,Small Business,Northeast,MA,287625,Net 30,Melissa Bowen,procurement@ortiz.com,05-06-2025,Active
CUST0004292,"Williams, Anderson and Byrd",Pharmaceuticals,Small Business,West,IL,86285,Net 30,Gregory Bruce,procurement@reese.com,31-07-2024,Active
CUST0004293,Pope-Wallace,Manufacturing,Small Business,Southwest,FL,214994,Net 45,Joseph Silva,procurement@kelly-kelly.com,21-09-2023,Active
CUST0004294,Allen LLC,Healthcare,Small Business,Midwest,OH,297671,Net 45,Jennifer Morales,procurement@smith-combs.com,05-03-2023,Active
CUST0004295,"Cannon, Garcia and Willis",Consumer Goods,Small Business,Northeast,IL,162614,Net 45,Victoria Carroll,procurement@hughes.com,15-05-2023,Active
CUST0004296,Moore PLC,Media,Small Business,Northeast,NC,170413,Net 30,Kelly Gardner,procurement@allison.com,06-12-2024,Active
CUST0004297,Stevens Group,Retail,Small Business,West,FL,96641,Net 30,Michael Pacheco,procurement@fry.com,02-01-2025,Active
CUST0004298,"Mccall, Murphy and Stone",Energy,Small Business,Northeast,NY,486970,Net 45,Rachel Black,procurement@williams-browning.com,13-03-2025,Inactive
CUST0004299,"Lam, Evans and Sandoval",Healthcare,Small Business,Southwest,WA,172548,Net 30,Maurice Meyer,procurement@macias.com,03-03-2024,Active
CUST0004300,Riley LLC,Pharmaceuticals,Mid-Market,Midwest,PA,257920,Net 30,Darryl Harris,procurement@wilson-benson.com,30-09-2024,Active
CUST0004301,Bailey-Estrada,Technology,Mid-Market,Northeast,GA,365915,Net 45,Julie Robinson,procurement@hudson-jackson.biz,02-10-2025,Active
CUST0004302,"Griffin, Martin and Mills",Manufacturing,Small Business,Northeast,TX,218883,Net 30,William Smith,procurement@mcdonald-padilla.com,07-04-2025,Active
CUST0004303,Henson-Weber,Energy,Small Business,Northeast,NY,197271,Net 45,Sarah Lynch,procurement@rowe-burton.net,02-08-2025,Active
CUST0004304,Johnson Inc,Pharmaceuticals,Small Business,Southwest,NC,207450,Net 45,Amanda Mason,procurement@morgan.com,29-11-2024,Active
CUST0004305,Espinoza Group,Media,Small Business,West,FL,320933,Net 30,Timothy Alexander,procurement@francis-miller.com,06-05-2023,Active
CUST0004306,Smith-Brown,Retail,Small Business,Northeast,NY,78079,Net 45,Dale Smith,procurement@skinner-reid.com,18-05-2023,Active
CUST0004307,Murray-Finley,Technology,Mid-Market,Southwest,PA,451195,Net 30,Corey Stewart,procurement@carr-schwartz.com,22-05-2025,Active
CUST0004308,Smith-Castro,Telecommunications,Small Business,West,IL,474120,Net 30,Kristi Irwin,procurement@morris-hinton.net,25-02-2023,Active
CUST0004309,Cameron-Payne,Technology,Small Business,West,CA,108011,Net 30,Cheryl Price,procurement@pierce.com,24-06-2024,Active
CUST0004310,"Hill, Christensen and Carter",Media,Small Business,Northeast,NY,195768,Net 30,Benjamin Guzman,procurement@gonzalez-howard.com,11-11-2024,Active
CUST0004311,"Powell, Dunn and Perez",Financial Services,Small Business,Midwest,FL,95157,Net 45,Samuel Case,procurement@dunn.com,26-07-2024,Active
CUST0004312,Perry Ltd,Media,Small Business,Southwest,FL,169249,Net 30,Christine Jones,procurement@jackson.com,31-08-2023,Active
CUST0004313,"Crane, Rogers and Adkins",Pharmaceuticals,Small Business,West,MI,263467,Net 45,Martin Smith,procurement@weaver-wilkerson.org,16-05-2025,Active
CUST0004314,Harris LLC,Healthcare,Mid-Market,West,CA,301681,Net 30,Kimberly Hill,procurement@erickson.net,24-12-2023,Active
CUST0004315,Mitchell-Diaz,Retail,Small Business,Southeast,NY,446954,Net 30,Peter Clark,procurement@wright.biz,12-02-2025,Active
CUST0004316,Tran-Guerra,Media,Mid-Market,Southwest,OH,261926,Net 45,Kelly Williams,procurement@mccormick.com,11-03-2024,Active
CUST0004317,Griffin-Atkinson,Energy,Mid-Market,West,PA,389526,Net 45,Michelle Johnson,procurement@stephens.info,31-03-2024,Active
CUST0004318,Oliver Inc,Consumer Goods,Mid-Market,West,FL,450214,Net 45,Linda Dixon,procurement@reed.com,29-10-2024,Active
CUST0004319,"Lewis, Bailey and Martinez",Healthcare,Small Business,West,PA,426258,Net 30,Kyle Miller,procurement@barton.com,16-03-2023,Active
CUST0004320,Cruz and Sons,Retail,Small Business,West,MA,499746,Net 45,Nicholas Thomas,procurement@cruz-mcintyre.com,14-02-2025,Active
CUST0004321,Rollins-Hurst,Retail,Mid-Market,Southwest,OH,475758,Net 45,Zachary Warren,procurement@ray.biz,05-06-2023,Active
CUST0004322,"Gregory, Sims and Roman",Financial Services,Small Business,Northeast,IL,193382,Net 30,Kara Russell DDS,procurement@bradley.com,06-04-2024,Active
CUST0004323,"Orr, Melendez and Mckay",Consumer Goods,Small Business,Southwest,NY,275664,Net 30,Jennifer Anthony,procurement@brown.com,08-09-2025,Active
